Institucion,Titulo,Url,Informacion
MinAmbiente,Convocatoria Externa N° 6,https://www.minambiente.gov.co/wp-content/uploads/2021/12/Convocatoria-06-de-2021.pdf,"CONVOCATORIA EXTERNA No 06 Fecha de publicación 28/12/2021 Fecha de cierre 02/01/2022 Lugar Trabajo Bogotá Tipo de Contratación Prestación de Servicios Honorarios De acuerdo con la experiencia y estudios relacionados Recepción Hojas de Vida cexterna@minambiente.gov.co Vacantes 2 Indispensable al enviar la hoja de vida, escribir en el ASUNTO, el número de convocatoria a la que se postula, y radicar los soportes relacionados en la lista de chequeo adjunta a la presente convocatoria REQUISITOS Educación Profesional Biología, Bióloga Ambiental, Ecología o Licenciatura en Biología, Ingeniería Forestal, Geografía, administrador de empresa agropecuarias y/o profesiones afines, con posgrado en la modalidad de especialización en áreas afines. Experiencia Mínimo veinticuatro (24) meses de experiencia profesional, en reservas forestales nacionales"
MinAmbiente,Convocatoria Externa N° 7,https://www.minambiente.gov.co/wp-content/uploads/2021/12/Convocatoria-07-de-2021.pdf,"CONVOCATORIA EXTERNA No 07 Fecha de publicación 28/12/2021 Fecha de cierre 02/01/2022 Lugar Trabajo Bogotá Tipo de Contratación Prestación de Servicios Honorarios De acuerdo con la experiencia y estudios relacionados Recepción Hojas de Vida cexterna@minambiente.gov.co Vacantes 1 Indispensable al enviar la hoja de vida, escribir en el ASUNTO, el número de convocatoria a la que se postula, y radicar los soportes relacionados en la lista de chequeo adjunta a la presente convocatoria REQUISITOS Educación Profesional biología o microbiología, y título de posgrado en la modalidad de especialización en áreas afines Experiencia Mas de sesenta (60) meses de experiencia profesional, en el área del conocimiento."
MinAmbiente,Convocatoria Externa N° 8,https://www.minambiente.gov.co/wp-content/uploads/2021/12/Convocatoria-08-de-2021.pdf,"CONVOCATORIA EXTERNA No 08 Fecha de publicación 28/12/2021 Fecha de cierre 02/01/2022 Lugar Trabajo Bogotá Tipo de Contratación Prestación de Servicios Honorarios De acuerdo con la experiencia y estudios relacionados Recepción Hojas de Vida cexterna@minambiente.gov.co Vacantes 1 Indispensable al enviar la hoja de vida, escribir en el ASUNTO, el número de convocatoria a la que se postula, y radicar los soportes relacionados en la lista de chequeo adjunta a la presente convocatoria REQUISITOS Educación Profesional en geografía y/o ing. Catastral o afines. Experiencia Mínimo veinticuatro (24) meses de experiencia profesional, en el área del conocimiento."
MinAmbiente,Convocatoria Externa N° 9,https://www.minambiente.gov.co/wp-content/uploads/2021/12/Convocatoria-09-de-2021.pdf,"CONVOCATORIA EXTERNA No 09 Fecha de publicación 28/12/2021 Fecha de cierre 02/01/2022 Lugar Trabajo Bogotá Tipo de Contratación Prestación de Servicios Honorarios De acuerdo con la experiencia y estudios relacionados Recepción Hojas de Vida cexterna@minambiente.gov.co Vacantes 1 Indispensable al enviar la hoja de vida, escribir en el ASUNTO, el número de convocatoria a la que se postula, y radicar los soportes relacionados en la lista de chequeo adjunta a la presente convocatoria REQUISITOS Educación Profesional en biología, y/o ciencias naturales, y/o ecología, y/o ing. Forestal, y/o biología marina, y/o Ing. ambiental Experiencia Mínimo veinticuatro (24) meses de experiencia profesional, en el área del conocimiento."
MinAmbiente,Convocatoria Externa N° 10,https://www.minambiente.gov.co/wp-content/uploads/2021/12/Convocatoria-10-de-2021.pdf,"CONVOCATORIA EXTERNA No 10 Fecha de publicación 28/12/2021 Fecha de cierre 02/01/2022 Lugar Trabajo Bogotá Tipo de Contratación Prestación de Servicios Honorarios De acuerdo con la experiencia y estudios relacionados Recepción Hojas de Vida cexterna@minambiente.gov.co Vacantes 1 Indispensable al enviar la hoja de vida, escribir en el ASUNTO, el número de convocatoria a la que se postula, y radicar los soportes relacionados en la lista de chequeo adjunta a la presente convocatoria REQUISITOS Educación Profesional en ciencias sociales, y/o humanas, y/o jurídicas o afines, con posgrado en la modalidad de especialización en áreas afines al conocimiento. Experiencia Mínimo treinta y seis (36) meses de experiencia profesional, en educación ambiental, políticas públicas y/o desarrollo local/socioambiental."
MinAmbiente,Convocatoria Externa N° 11,https://www.minambiente.gov.co/wp-content/uploads/2021/12/Convocatoria-11-de-2021.pdf,"CONVOCATORIA EXTERNA No 11 Fecha de publicación 28/12/2021 Fecha de cierre 02/01/2022 Lugar Trabajo Bogotá Tipo de Contratación Prestación de Servicios Honorarios De acuerdo con la experiencia y estudios relacionados Recepción Hojas de Vida cexterna@minambiente.gov.co Vacantes 1 Indispensable al enviar la hoja de vida, escribir en el ASUNTO, el número de convocatoria a la que se postula, y radicar los soportes relacionados en la lista de chequeo adjunta a la presente convocatoria REQUISITOS Educación Profesional en estadística, y/o ingeniería industrial y/o afines, con posgrado en la modalidad de especialización en estadística aplicada o afines. Experiencia Mínimo treinta y seis (36) meses de experiencia profesional, en consultoría estadística."
MinAmbiente,Convocatoria Externa N° 12,https://www.minambiente.gov.co/wp-content/uploads/2021/12/Convocatoria-12-de-2021.pdf,"CONVOCATORIA EXTERNA No 12 Fecha de publicación 28/12/2021 Fecha de cierre 02/01/2022 Lugar Trabajo Bogotá Tipo de Contratación Prestación de Servicios Honorarios De acuerdo con la experiencia y estudios relacionados Recepción Hojas de Vida cexterna@minambiente.gov.co Vacantes 3 Indispensable al enviar la hoja de vida, escribir en el ASUNTO, el número de convocatoria a la que se postula, y radicar los soportes relacionados en la lista de chequeo adjunta a la presente convocatoria REQUISITOS Educación Profesional en Pedagogía, y/o licenciado en ciencias sociales y/o naturales y/o ecología y/o Ciencias Sociales y Humanas, con posgrado en la modalidad de especialización en pedagogía y/o temas ambientales. Experiencia Mínimo treinta y seis (36) meses de experiencia profesional, en actividades pedagógicas con comunidades o en procesos de educación ambiental."
MinAmbiente,Convocatoria Externa N° 13,https://www.minambiente.gov.co/wp-content/uploads/2021/12/Convocatoria-13-de-2021.pdf,"CONVOCATORIA EXTERNA No 13 Fecha de publicación 28/12/2021 Fecha de cierre 02/01/2022 Lugar Trabajo Bogotá Tipo de Contratación Prestación de Servicios Honorarios De acuerdo con la experiencia y estudios relacionados Recepción Hojas de Vida cexterna@minambiente.gov.co Vacantes 1 Indispensable al enviar la hoja de vida, escribir en el ASUNTO, el número de convocatoria a la que se postula, y radicar los soportes relacionados en la lista de chequeo adjunta a la presente convocatoria REQUISITOS Educación Profesional en Derecho, con posgrado en la modalidad de especialización en contratación pública, y/o administrativo, y/o estudios ambientales. Experiencia Mínimo treinta y seis (36) meses de experiencia profesional, en contratación publica y/o estudios ambientales."
MinAmbiente,Convocatoria Externa N° 14,https://www.minambiente.gov.co/wp-content/uploads/2021/12/Convocatoria-14-de-2021.pdf,"CONVOCATORIA EXTERNA No 14 Fecha de publicación 28/12/2021 Fecha de cierre 02/01/2022 Lugar Trabajo Bogotá Tipo de Contratación Prestación de Servicios Honorarios De acuerdo con la experiencia y estudios relacionados Recepción Hojas de Vida cexterna@minambiente.gov.co Vacantes 1 Indispensable al enviar la hoja de vida, escribir en el ASUNTO, el número de convocatoria a la que se postula, y radicar los soportes relacionados en la lista de chequeo adjunta a la presente convocatoria REQUISITOS Educación Profesional en Contaduría, y/o Administrador de empresas, y/o Administrador público, o áreas afines con posgrado en la modalidad de especialización en temas afines al área del conocimiento. Experiencia Mínimo treinta (30) meses de experiencia profesional, en procesos de auditoría, control interno contable, rendición de la cuenta, manejo de aplicativos, presupuesto público, normas internacionales de contabilidad para el sector público."
MinAmbiente,Convocatoria Externa N° 15,https://www.minambiente.gov.co/wp-content/uploads/2021/12/Convocatoria-15-de-2021.pdf,"CONVOCATORIA EXTERNA No 15 Fecha de publicación 28/12/2021 Fecha de cierre 02/01/2022 Lugar Trabajo Bogotá Tipo de Contratación Prestación de Servicios Honorarios De acuerdo con la experiencia y estudios relacionados Recepción Hojas de Vida cexterna@minambiente.gov.co Vacantes 1 Indispensable al enviar la hoja de vida, escribir en el ASUNTO, el número de convocatoria a la que se postula, y radicar los soportes relacionados en la lista de chequeo adjunta a la presente convocatoria REQUISITOS Educación Profesional en Ingeniería Industrial y/o Ingeniería Forestal, y/o Agronomía, y/o Geología Administrador de empresas, y/o ingeniero ambiental. Experiencia Mínimo veinticuatro (24) meses de experiencia profesional, en procesos de auditoría, planes de mejora,suit visión."
MinAmbiente,Convocatoria Externa N° 16,https://www.minambiente.gov.co/wp-content/uploads/2021/12/Convocatoria-16-de-2021.pdf,"CONVOCATORIA EXTERNA No 16 Fecha de publicación 28/12/2021 Fecha de cierre 02/01/2022 Lugar Trabajo Bogotá Tipo de Contratación Prestación de Servicios Honorarios De acuerdo con la experiencia y estudios relacionados Recepción Hojas de Vida cexterna@minambiente.gov.co Vacantes 1 Indispensable al enviar la hoja de vida, escribir en el ASUNTO, el número de convocatoria a la que se postula, y radicar los soportes relacionados en la lista de chequeo adjunta a la presente convocatoria REQUISITOS Educación Profesional en Ingeniería Industrial y/o Administrador de empresas, y/o Administrador público, con posgrado en la modalidad de especialización en el área del conocimiento. Experiencia Mínimo treinta (30) meses de experiencia profesional, en sistemas de control interno, procesos de auditoría, modelo integrado de planeación y gestión MIPG, planes de mejoramiento, planeación estratégica, manejo aplicativo FURAG."
MinAmbiente,Convocatoria Externa N° 17,https://www.minambiente.gov.co/wp-content/uploads/2021/12/Convocatoria-17-de-2021.pdf,"CONVOCATORIA EXTERNA No 17 Fecha de publicación 28/12/2021 Fecha de cierre 02/01/2022 Lugar Trabajo Bogotá Tipo de Contratación Prestación de Servicios Honorarios De acuerdo con la experiencia y estudios relacionados Recepción Hojas de Vida cexterna@minambiente.gov.co Vacantes 1 Indispensable al enviar la hoja de vida, escribir en el ASUNTO, el número de convocatoria a la que se postula, y radicar los soportes relacionados en la lista de chequeo adjunta a la presente convocatoria REQUISITOS Educación Profesional en Química, y/o Química Farmacéutica, y/o Ingeniería Química, Biología, y/o Biología marina, y/o Microbiología, y/o Ingeniería Ambiental, Ingeniería Sanitaria, y/o Ingeniería Ambiental y Sanitaria, con certificado de auditor líder en calidad y certificado de auditor interno en NTC-ISO/IEC 17025, con postgrado modalidad de especialización en Química, y/o ambiental, y/o calidad, y/o análisis instrumental, y/o Estadística Experiencia Mínimo veinticuatro (24) meses de experiencia profesional, valuación de la conformidad y/o aseguramiento de la calidad y/o ejecución de ensayos y/o auditoría – interventoría de muestreos y/o muestreos en matrices ambientales."
MinAmbiente,Convocatoria Externa N° 18,https://www.minambiente.gov.co/wp-content/uploads/2021/12/Convocatoria-18-de-2021.pdf,"CONVOCATORIA EXTERNA No 18 Fecha de publicación 28/12/2021 Fecha de cierre 02/01/2022 Lugar Trabajo Bogotá Tipo de Contratación Prestación de Servicios Honorarios De acuerdo con la experiencia y estudios relacionados Recepción Hojas de Vida cexterna@minambiente.gov.co Vacantes 1 Indispensable al enviar la hoja de vida, escribir en el ASUNTO, el número de convocatoria a la que se postula, y radicar los soportes relacionados en la lista de chequeo adjunta a la presente convocatoria REQUISITOS Educación Profesional en Administración de Empresas o Contaduría, con posgrado en la modalidad de especialización Experiencia Mínimo veinticuatro (24) meses de experiencia profesional, en actividades y procesos administrativos y/o financieros y/o procesos de planeación y/o implementación de modelos financieros y/o control y evaluación presupuesta."
MinAmbiente,Convocatoria Externa N° 19,https://www.minambiente.gov.co/wp-content/uploads/2021/12/Convocatoria-19-de-2021.pdf,"CONVOCATORIA EXTERNA No 19 Fecha de publicación 28/12/2021 Fecha de cierre 02/01/2022 Lugar Trabajo Bogotá Tipo de Contratación Prestación de Servicios Honorarios De acuerdo con la experiencia y estudios relacionados Recepción Hojas de Vida cexterna@minambiente.gov.co Vacantes 1 Indispensable al enviar la hoja de vida, escribir en el ASUNTO, el número de convocatoria a la que se postula, y radicar los soportes relacionados en la lista de chequeo adjunta a la presente convocatoria REQUISITOS Educación Profesional en biología o ingeniería forestal, con posgrado en la modalidad de especialización en ciencias ambientales. Experiencia Mínimo veinticuatro (24) meses de experiencia profesional, en temas relacionados con el área del conocimiento."
Fundación Natura,Profesional control y aseguramiento de la calidad singei 4cncc,https://natura.org.co/convocatoria-profesional-control-y-aseguramiento-de-la-calidad-singei-4cncc/,"Convocatoria Profesional control y aseguramiento de la calidad SINGEI - 4CNCC - Fundación Natura Colombia Skip to content En el marco del proyecto “Cuarta Comunicación Nacional de Cambio Climático de Colombia y Primer y Segundo Informe Bienal de Transparencia (1BTR, 4NC+2BTR)”, Fundación Natura invita a presentar hojas de vida para participar en la selección del Profesional control y aseguramiento de la calidad SINGEI – 4CNCC. Perfil: profesional en estadística, matemática, ciencias ambientales, agronómicas, agropecuarias, sociales, ciencias de la tierra, meteorología, química, administración ambiental, economía, biología o áreas afines. Experiencia general: de mínimo cinco (6) años de experiencia profesional certificada, preferiblemente en contextos de desarrollo sostenible, cambio climático y/o ambiente Experiencia especifica: de mínimo tres (3) años de experiencia en estimación, gestión de incertidumbre de datos ambientales, manejo estadístico de datos ambientales y análisis de datos. Documentos: FO-GP-107 Convocatoria Prof. Incertidumbre FO-GT-42 Hoja de vida y postulaciones Profesional incertidumbre Documento de convocatoria y enviar los papeles requeridos hasta el 30 de enero de 2026 a las 17:00 , al correo: [email protected] , escribiendo en el asunto: Profesional control y aseguramiento de la calidad SINGEI – 4CNCC. Noticias de: Noticias de: Elegir la categoría 2019 (7) 2020 (44) 2022 (88) Acuerdos de conservación-producción Casanare (8) Agua por el futuro (2) Amazonía 2.0 (11) CO2 Humedales (5) Compensaciones ambientales línea eléctrica Nueva Esperanza. Convenio EPM – Fundación Natura (29) Compensaciones ambientales regional andina (5) Comunicación, educación ambiental y gestión del conocimiento (9) Conservación y Restauración de la Biodiversidad (138) Convocatorias (3) Convocatorias vigentes (2) Desarrollo humano y sectorial con enfoque de sostenibilidad (32) Editorial (5) Encuentros (1) Entrevistas (9) Eventos (6) Foros (2) Fortalecimiento de la Comunidad"
